timestamp,datapath_id,flow_id,src_ip,dst_ip,src_port,dst_port,protocol,duration_sec,duration_nsec,idle_timeout,hard_timeout,priority,packet_count,byte_count,packet_rate,byte_rate,flow_speed,packets_per_flow,bytes_per_packet,bytes_per_flow,flow_duration,flow_iat,active_time,label,src_ip_numeric,dst_ip_numeric,packets_per_second,bytes_per_second,bytes_per_packet_ratio,is_tcp,is_udp,is_icmp,is_well_known_port
2025-10-24T15:31:56.928447,1,1_0.0.0.0_0.0.0.0_0_0_0,0.0.0.0,0.0.0.0,0,0,0,4,5000000,10,30,1,8,760,1.9975031210986267,189.76279650436956,1.9975031210986267,8,95.0,760,4.005,0.0,4.005,0,0,0,1.9975026223464114,189.76274912290907,84.44444444444444,0,0,0,0
2025-10-24T15:31:56.928860,1,1_0.0.0.0_0.0.0.0_0_0_0,0.0.0.0,0.0.0.0,0,0,0,3,999000000,10,30,1,8,740,0.0,0.0,0.0,8,92.5,740,3.999,0.0,3.999,0,0,0,2.000499624781289,185.04621529226924,82.22222222222223,0,0,0,0
2025-10-24T15:31:56.932048,1,1_0.0.0.0_0.0.0.0_0_0_0,0.0.0.0,0.0.0.0,0,0,0,3,992000000,10,30,1,7,686,0.0,0.0,0.0,7,98.0,686,3.992,0.0,3.992,0,0,0,1.753506574772902,171.8436443277444,85.75,0,0,0,0
2025-10-24T15:31:56.932391,1,1_0.0.0.0_0.0.0.0_0_0_0,0.0.0.0,0.0.0.0,0,0,0,3,512000000,10,30,1,7,686,0.0,0.0,0.0,7,98.0,686,3.512,0.0,3.512,0,0,0,1.993165719485843,195.3302405096126,85.75,0,0,0,0
2025-10-24T15:31:56.932591,1,1_0.0.0.0_0.0.0.0_0_0_0,0.0.0.0,0.0.0.0,0,0,0,2,475000000,10,30,1,4,392,0.0,0.0,0.0,4,98.0,392,2.475,0.0,2.475,0,0,0,1.6161609631672875,158.38377439039417,78.4,0,0,0,0
2025-10-24T15:31:56.932783,1,1_0.0.0.0_0.0.0.0_0_0_0,0.0.0.0,0.0.0.0,0,0,0,2,462000000,10,30,1,4,392,0.0,0.0,0.0,4,98.0,392,2.462,0.0,2.462,0,0,0,1.6246947097097033,159.22008155155092,78.4,0,0,0,0
2025-10-24T15:31:56.933161,1,1_0.0.0.0_0.0.0.0_0_0_0,0.0.0.0,0.0.0.0,0,0,0,2,431000000,10,30,1,3,294,0.0,0.0,0.0,3,98.0,294,2.431,0.0,2.431,0,0,0,1.234059549954936,120.93783589558375,73.5,0,0,0,0
2025-10-24T15:31:56.933849,1,1_0.0.0.0_0.0.0.0_0_0_0,0.0.0.0,0.0.0.0,0,0,0,1,996000000,10,30,1,4,392,0.0,0.0,0.0,4,98.0,392,1.996,0.0,1.996,0,0,0,2.0040070120205353,196.39268717801244,78.4,0,0,0,0
2025-10-24T15:31:56.944600,4,4_0.0.0.0_0.0.0.0_0_0_0,0.0.0.0,0.0.0.0,0,0,0,2,475000000,10,30,1,8,784,3.2323232323232323,316.76767676767673,3.2323232323232323,8,98.0,784,2.475,0.0,2.475,0,0,0,3.232321926334575,316.76754878078833,87.11111111111111,0,0,0,0
2025-10-24T15:31:56.944824,4,4_0.0.0.0_0.0.0.0_0_0_0,0.0.0.0,0.0.0.0,0,0,0,2,462000000,10,30,1,9,882,0.0,0.0,0.0,9,98.0,882,2.462,0.0,2.462,0,0,0,3.6555630968468327,358.2451834909896,88.2,0,0,0,0
2025-10-24T15:31:56.945097,4,4_0.0.0.0_0.0.0.0_0_0_0,0.0.0.0,0.0.0.0,0,0,0,2,462000000,10,30,1,4,392,0.0,0.0,0.0,4,98.0,392,2.462,0.0,2.462,0,0,0,1.6246947097097033,159.22008155155092,78.4,0,0,0,0
2025-10-24T15:31:56.945202,4,4_0.0.0.0_0.0.0.0_0_0_0,0.0.0.0,0.0.0.0,0,0,0,2,462000000,10,30,1,3,294,0.0,0.0,0.0,3,98.0,294,2.462,0.0,2.462,0,0,0,1.2185210322822775,119.4150611636632,73.5,0,0,0,0
2025-10-24T15:31:56.945311,4,4_0.0.0.0_0.0.0.0_0_0_0,0.0.0.0,0.0.0.0,0,0,0,2,462000000,10,30,1,3,294,0.0,0.0,0.0,3,98.0,294,2.462,0.0,2.462,0,0,0,1.2185210322822775,119.4150611636632,73.5,0,0,0,0
2025-10-24T15:31:56.945403,4,4_0.0.0.0_0.0.0.0_0_0_0,0.0.0.0,0.0.0.0,0,0,0,2,455000000,10,30,1,3,294,0.0,0.0,0.0,3,98.0,294,2.455,0.0,2.455,0,0,0,1.2219954289224322,119.75555203439835,73.5,0,0,0,0
2025-10-24T15:31:56.946278,4,4_0.0.0.0_0.0.0.0_0_0_0,0.0.0.0,0.0.0.0,0,0,0,1,992000000,10,30,1,3,294,0.0,0.0,0.0,3,98.0,294,1.992,0.0,1.992,0,0,0,1.5060233403497287,147.5902873542734,73.5,0,0,0,0
2025-10-24T15:31:56.946577,4,4_0.0.0.0_0.0.0.0_0_0_0,0.0.0.0,0.0.0.0,0,0,0,1,992000000,10,30,1,3,294,0.0,0.0,0.0,3,98.0,294,1.992,0.0,1.992,0,0,0,1.5060233403497287,147.5902873542734,73.5,0,0,0,0
2025-10-24T15:31:56.946740,3,3_0.0.0.0_0.0.0.0_0_0_0,0.0.0.0,0.0.0.0,0,0,0,2,480000000,10,30,1,4,392,1.6129032258064515,158.06451612903226,1.6129032258064515,4,98.0,392,2.48,0.0,2.48,0,0,0,1.61290257544251,158.06445239336597,78.4,0,0,0,0
2025-10-24T15:31:56.946852,3,3_0.0.0.0_0.0.0.0_0_0_0,0.0.0.0,0.0.0.0,0,0,0,2,480000000,10,30,1,4,392,0.0,0.0,0.0,4,98.0,392,2.48,0.0,2.48,0,0,0,1.61290257544251,158.06445239336597,78.4,0,0,0,0
2025-10-24T15:31:56.946939,3,3_0.0.0.0_0.0.0.0_0_0_0,0.0.0.0,0.0.0.0,0,0,0,2,480000000,10,30,1,8,784,0.0,0.0,0.0,8,98.0,784,2.48,0.0,2.48,0,0,0,3.22580515088502,316.12890478673194,87.11111111111111,0,0,0,0
2025-10-24T15:31:56.947026,3,3_0.0.0.0_0.0.0.0_0_0_0,0.0.0.0,0.0.0.0,0,0,0,2,475000000,10,30,1,4,392,0.0,0.0,0.0,4,98.0,392,2.475,0.0,2.475,0,0,0,1.6161609631672875,158.38377439039417,78.4,0,0,0,0
2025-10-24T15:31:56.947196,3,3_0.0.0.0_0.0.0.0_0_0_0,0.0.0.0,0.0.0.0,0,0,0,2,473000000,10,30,1,3,294,0.0,0.0,0.0,3,98.0,294,2.473,0.0,2.473,0,0,0,1.2131010056202969,118.8838985507891,73.5,0,0,0,0
2025-10-24T15:31:56.947327,3,3_0.0.0.0_0.0.0.0_0_0_0,0.0.0.0,0.0.0.0,0,0,0,2,473000000,10,30,1,3,294,0.0,0.0,0.0,3,98.0,294,2.473,0.0,2.473,0,0,0,1.2131010056202969,118.8838985507891,73.5,0,0,0,0
2025-10-24T15:31:56.947460,3,3_0.0.0.0_0.0.0.0_0_0_0,0.0.0.0,0.0.0.0,0,0,0,2,466000000,10,30,1,5,446,0.0,0.0,0.0,5,89.2,446,2.466,0.0,2.466,0,0,0,2.027574198063991,180.85961846730797,74.33333333333333,0,0,0,0
2025-10-24T15:31:56.947576,3,3_0.0.0.0_0.0.0.0_0_0_0,0.0.0.0,0.0.0.0,0,0,0,2,465000000,10,30,1,4,392,0.0,0.0,0.0,4,98.0,392,2.465,0.0,2.465,0,0,0,1.622717394435134,159.02630465464316,78.4,0,0,0,0
2025-10-24T15:31:56.947710,3,3_0.0.0.0_0.0.0.0_0_0_0,0.0.0.0,0.0.0.0,0,0,0,2,453000000,10,30,1,7,686,0.0,0.0,0.0,7,98.0,686,2.453,0.0,2.453,0,0,0,2.8536474302293393,279.65744816247525,85.75,0,0,0,0
2025-10-24T15:31:56.947814,3,3_0.0.0.0_0.0.0.0_0_0_0,0.0.0.0,0.0.0.0,0,0,0,2,448000000,10,30,1,3,294,0.0,0.0,0.0,3,98.0,294,2.448,0.0,2.448,0,0,0,1.2254896954698955,120.09799015604978,73.5,0,0,0,0
2025-10-24T15:31:56.947929,3,3_0.0.0.0_0.0.0.0_0_0_0,0.0.0.0,0.0.0.0,0,0,0,2,447000000,10,30,1,3,294,0.0,0.0,0.0,3,98.0,294,2.447,0.0,2.447,0,0,0,1.225990508381484,120.14706982138543,73.5,0,0,0,0
2025-10-24T15:31:56.948461,3,3_0.0.0.0_0.0.0.0_0_0_0,0.0.0.0,0.0.0.0,0,0,0,2,395000000,10,30,1,4,392,0.0,0.0,0.0,4,98.0,392,2.395,0.0,2.395,0,0,0,1.670145440440317,163.67425316315106,78.4,0,0,0,0
2025-10-24T15:31:56.948881,3,3_0.0.0.0_0.0.0.0_0_0_0,0.0.0.0,0.0.0.0,0,0,0,1,996000000,10,30,1,3,294,0.0,0.0,0.0,3,98.0,294,1.996,0.0,1.996,0,0,0,1.5030052590154013,147.29451538350932,73.5,0,0,0,0
2025-10-24T15:31:56.948979,3,3_0.0.0.0_0.0.0.0_0_0_0,0.0.0.0,0.0.0.0,0,0,0,1,996000000,10,30,1,3,294,0.0,0.0,0.0,3,98.0,294,1.996,0.0,1.996,0,0,0,1.5030052590154013,147.29451538350932,73.5,0,0,0,0
2025-10-24T15:31:56.949169,2,2_0.0.0.0_0.0.0.0_0_0_0,0.0.0.0,0.0.0.0,0,0,0,4,5000000,10,30,1,7,686,1.7478152309612984,171.28589263420724,1.7478152309612984,7,98.0,686,4.005,0.0,4.005,0,0,0,1.74781479455311,171.28584986620479,85.75,0,0,0,0
2025-10-24T15:31:56.949286,2,2_0.0.0.0_0.0.0.0_0_0_0,0.0.0.0,0.0.0.0,0,0,0,3,998000000,10,30,1,7,686,0.0,0.0,0.0,7,98.0,686,3.998,0.0,3.998,0,0,0,1.7508749997811404,171.58574997855177,85.75,0,0,0,0
2025-10-24T15:31:56.949402,2,2_0.0.0.0_0.0.0.0_0_0_0,0.0.0.0,0.0.0.0,0,0,0,3,991000000,10,30,1,8,740,0.0,0.0,0.0,8,92.5,740,3.991,0.0,3.991,0,0,0,2.0045096455751326,185.41714221569976,82.22222222222223,0,0,0,0
2025-10-24T15:31:56.949493,2,2_0.0.0.0_0.0.0.0_0_0_0,0.0.0.0,0.0.0.0,0,0,0,3,510000000,10,30,1,7,662,0.0,0.0,0.0,7,94.57142857142856,662,3.51,0.0,3.51,0,0,0,1.9943014261249499,188.60393487067384,82.75,0,0,0,0
2025-10-24T15:31:56.949622,2,2_0.0.0.0_0.0.0.0_0_0_0,0.0.0.0,0.0.0.0,0,0,0,2,485000000,10,30,1,4,392,0.0,0.0,0.0,4,98.0,392,2.485,0.0,2.485,0,0,0,1.6096572999367003,157.7464153937966,78.4,0,0,0,0
2025-10-24T15:31:56.949725,2,2_0.0.0.0_0.0.0.0_0_0_0,0.0.0.0,0.0.0.0,0,0,0,2,485000000,10,30,1,5,466,0.0,0.0,0.0,5,93.2,466,2.485,0.0,2.485,0,0,0,2.012071624920875,187.52507544262556,77.66666666666667,0,0,0,0
2025-10-24T15:31:56.949826,2,2_0.0.0.0_0.0.0.0_0_0_0,0.0.0.0,0.0.0.0,0,0,0,2,485000000,10,30,1,4,392,0.0,0.0,0.0,4,98.0,392,2.485,0.0,2.485,0,0,0,1.6096572999367003,157.7464153937966,78.4,0,0,0,0
2025-10-24T15:31:56.949913,2,2_0.0.0.0_0.0.0.0_0_0_0,0.0.0.0,0.0.0.0,0,0,0,2,477000000,10,30,1,5,446,0.0,0.0,0.0,5,89.2,446,2.477,0.0,2.477,0,0,0,2.0185700369115716,180.0564472925122,74.33333333333333,0,0,0,0
2025-10-24T15:31:56.950019,2,2_0.0.0.0_0.0.0.0_0_0_0,0.0.0.0,0.0.0.0,0,0,0,2,477000000,10,30,1,4,392,0.0,0.0,0.0,4,98.0,392,2.477,0.0,2.477,0,0,0,1.6148560295292573,158.25589089386722,78.4,0,0,0,0
2025-10-24T15:31:56.950163,2,2_0.0.0.0_0.0.0.0_0_0_0,0.0.0.0,0.0.0.0,0,0,0,2,473000000,10,30,1,7,686,0.0,0.0,0.0,7,98.0,686,2.473,0.0,2.473,0,0,0,2.8305690131140264,277.39576328517455,85.75,0,0,0,0
2025-10-24T15:31:56.950314,2,2_0.0.0.0_0.0.0.0_0_0_0,0.0.0.0,0.0.0.0,0,0,0,2,462000000,10,30,1,7,686,0.0,0.0,0.0,7,98.0,686,2.462,0.0,2.462,0,0,0,2.843215741991981,278.63514271521416,85.75,0,0,0,0
2025-10-24T15:31:56.950463,2,2_0.0.0.0_0.0.0.0_0_0_0,0.0.0.0,0.0.0.0,0,0,0,2,453000000,10,30,1,3,294,0.0,0.0,0.0,3,98.0,294,2.453,0.0,2.453,0,0,0,1.222991755812574,119.85319206963226,73.5,0,0,0,0
2025-10-24T15:31:56.950781,2,2_0.0.0.0_0.0.0.0_0_0_0,0.0.0.0,0.0.0.0,0,0,0,2,440000000,10,30,1,3,294,0.0,0.0,0.0,3,98.0,294,2.44,0.0,2.44,0,0,0,1.229507692824716,120.49175389682217,73.5,0,0,0,0
