timestamp,datapath_id,flow_id,src_ip,dst_ip,src_port,dst_port,protocol,duration_sec,duration_nsec,idle_timeout,hard_timeout,priority,packet_count,byte_count,packet_rate,byte_rate,flow_speed,packets_per_flow,bytes_per_packet,bytes_per_flow,flow_duration,flow_iat,active_time,label
2025-10-24T15:20:47.392704,1,1_0.0.0.0_0.0.0.0_0_0_0,0.0.0.0,0.0.0.0,0,0,0,4,471000000,10,30,1,8,784,1.7893088794453142,175.3522701856408,1.7893088794453142,8,98.0,784,4.471,0,4.471,0
2025-10-24T15:20:47.392928,1,1_0.0.0.0_0.0.0.0_0_0_0,0.0.0.0,0.0.0.0,0,0,0,4,471000000,10,30,1,8,784,0,0,0,8,98.0,784,4.471,0.0,4.471,0
2025-10-24T15:20:47.393016,1,1_0.0.0.0_0.0.0.0_0_0_0,0.0.0.0,0.0.0.0,0,0,0,4,460000000,10,30,1,8,784,0,0,0,8,98.0,784,4.46,0.0,4.46,0
2025-10-24T15:20:47.393090,1,1_0.0.0.0_0.0.0.0_0_0_0,0.0.0.0,0.0.0.0,0,0,0,4,454000000,10,30,1,8,784,0,0,0,8,98.0,784,4.454,0.0,4.454,0
2025-10-24T15:20:47.393149,1,1_0.0.0.0_0.0.0.0_0_0_0,0.0.0.0,0.0.0.0,0,0,0,4,454000000,10,30,1,8,784,0,0,0,8,98.0,784,4.454,0.0,4.454,0
2025-10-24T15:20:47.393207,1,1_0.0.0.0_0.0.0.0_0_0_0,0.0.0.0,0.0.0.0,0,0,0,4,454000000,10,30,1,8,784,0,0,0,8,98.0,784,4.454,0.0,4.454,0
2025-10-24T15:20:47.393276,1,1_0.0.0.0_0.0.0.0_0_0_0,0.0.0.0,0.0.0.0,0,0,0,4,454000000,10,30,1,0,0,0,0,0,0,0,0,4.454,0.0,4.454,0
2025-10-24T15:20:47.393337,1,1_0.0.0.0_0.0.0.0_0_0_0,0.0.0.0,0.0.0.0,0,0,0,4,446000000,10,30,1,8,784,0,0,0,8,98.0,784,4.446,0.0,4.446,0
2025-10-24T15:20:47.393396,1,1_0.0.0.0_0.0.0.0_0_0_0,0.0.0.0,0.0.0.0,0,0,0,4,447000000,10,30,1,8,784,0,0,0,8,98.0,784,4.447,0.0,4.447,0
2025-10-24T15:20:47.393457,1,1_0.0.0.0_0.0.0.0_0_0_0,0.0.0.0,0.0.0.0,0,0,0,4,447000000,10,30,1,8,784,0,0,0,8,98.0,784,4.447,0.0,4.447,0
2025-10-24T15:20:47.393520,1,1_0.0.0.0_0.0.0.0_0_0_0,0.0.0.0,0.0.0.0,0,0,0,4,447000000,10,30,1,0,0,0,0,0,0,0,0,4.447,0.0,4.447,0
2025-10-24T15:20:47.393584,1,1_0.0.0.0_0.0.0.0_0_0_0,0.0.0.0,0.0.0.0,0,0,0,4,445000000,10,30,1,8,784,0,0,0,8,98.0,784,4.445,0.0,4.445,0
2025-10-24T15:20:47.393673,1,1_0.0.0.0_0.0.0.0_0_0_0,0.0.0.0,0.0.0.0,0,0,0,4,445000000,10,30,1,8,784,0,0,0,8,98.0,784,4.445,0.0,4.445,0
2025-10-24T15:20:47.393761,1,1_0.0.0.0_0.0.0.0_0_0_0,0.0.0.0,0.0.0.0,0,0,0,4,438000000,10,30,1,7,686,0,0,0,7,98.0,686,4.438,0.0,4.438,0
2025-10-24T15:20:47.393867,1,1_0.0.0.0_0.0.0.0_0_0_0,0.0.0.0,0.0.0.0,0,0,0,4,432000000,10,30,1,7,686,0,0,0,7,98.0,686,4.432,0.0,4.432,0
2025-10-24T15:20:47.393962,1,1_0.0.0.0_0.0.0.0_0_0_0,0.0.0.0,0.0.0.0,0,0,0,3,980000000,10,30,1,7,686,0,0,0,7,98.0,686,3.98,0.0,3.98,0
2025-10-24T15:20:47.398701,3,3_0.0.0.0_0.0.0.0_0_0_0,0.0.0.0,0.0.0.0,0,0,0,4,462000000,10,30,1,9,838,2.0170327207530256,187.8081577767817,2.0170327207530256,9,93.11111111111111,838,4.462,0,4.462,0
2025-10-24T15:20:47.398828,3,3_0.0.0.0_0.0.0.0_0_0_0,0.0.0.0,0.0.0.0,0,0,0,4,462000000,10,30,1,8,784,0,0,0,8,98.0,784,4.462,0.0,4.462,0
2025-10-24T15:20:47.398878,3,3_0.0.0.0_0.0.0.0_0_0_0,0.0.0.0,0.0.0.0,0,0,0,4,453000000,10,30,1,8,784,0,0,0,8,98.0,784,4.453,0.0,4.453,0
2025-10-24T15:20:47.398915,3,3_0.0.0.0_0.0.0.0_0_0_0,0.0.0.0,0.0.0.0,0,0,0,4,453000000,10,30,1,8,784,0,0,0,8,98.0,784,4.453,0.0,4.453,0
2025-10-24T15:20:47.398949,3,3_0.0.0.0_0.0.0.0_0_0_0,0.0.0.0,0.0.0.0,0,0,0,4,438000000,10,30,1,7,686,0,0,0,7,98.0,686,4.438,0.0,4.438,0
2025-10-24T15:20:47.398993,3,3_0.0.0.0_0.0.0.0_0_0_0,0.0.0.0,0.0.0.0,0,0,0,4,431000000,10,30,1,7,686,0,0,0,7,98.0,686,4.431,0.0,4.431,0
2025-10-24T15:20:47.399041,3,3_0.0.0.0_0.0.0.0_0_0_0,0.0.0.0,0.0.0.0,0,0,0,4,419000000,10,30,1,7,686,0,0,0,7,98.0,686,4.419,0.0,4.419,0
2025-10-24T15:20:47.399098,3,3_0.0.0.0_0.0.0.0_0_0_0,0.0.0.0,0.0.0.0,0,0,0,3,965000000,10,30,1,7,686,0,0,0,7,98.0,686,3.965,0.0,3.965,0
2025-10-24T15:20:47.399171,4,4_0.0.0.0_0.0.0.0_0_0_0,0.0.0.0,0.0.0.0,0,0,0,4,461000000,10,30,1,8,784,1.7933198834342075,175.74534857655232,1.7933198834342075,8,98.0,784,4.461,0,4.461,0
2025-10-24T15:20:47.399231,4,4_0.0.0.0_0.0.0.0_0_0_0,0.0.0.0,0.0.0.0,0,0,0,4,425000000,10,30,1,7,686,0,0,0,7,98.0,686,4.425,0.0,4.425,0
2025-10-24T15:20:47.399284,4,4_0.0.0.0_0.0.0.0_0_0_0,0.0.0.0,0.0.0.0,0,0,0,4,412000000,10,30,1,7,686,0,0,0,7,98.0,686,4.412,0.0,4.412,0
2025-10-24T15:20:47.399352,4,4_0.0.0.0_0.0.0.0_0_0_0,0.0.0.0,0.0.0.0,0,0,0,3,973000000,10,30,1,7,686,0,0,0,7,98.0,686,3.973,0.0,3.973,0
2025-10-24T15:20:47.399419,2,2_0.0.0.0_0.0.0.0_0_0_0,0.0.0.0,0.0.0.0,0,0,0,4,463000000,10,30,1,8,784,1.7925162446784673,175.6665919784898,1.7925162446784673,8,98.0,784,4.463,0,4.463,0
2025-10-24T15:20:47.399475,2,2_0.0.0.0_0.0.0.0_0_0_0,0.0.0.0,0.0.0.0,0,0,0,4,463000000,10,30,1,8,784,0,0,0,8,98.0,784,4.463,0.0,4.463,0
2025-10-24T15:20:47.399525,2,2_0.0.0.0_0.0.0.0_0_0_0,0.0.0.0,0.0.0.0,0,0,0,4,463000000,10,30,1,9,882,0,0,0,9,98.0,882,4.463,0.0,4.463,0
2025-10-24T15:20:47.399572,2,2_0.0.0.0_0.0.0.0_0_0_0,0.0.0.0,0.0.0.0,0,0,0,4,463000000,10,30,1,0,0,0,0,0,0,0,0,4.463,0.0,4.463,0
2025-10-24T15:20:47.399614,2,2_0.0.0.0_0.0.0.0_0_0_0,0.0.0.0,0.0.0.0,0,0,0,4,461000000,10,30,1,8,784,0,0,0,8,98.0,784,4.461,0.0,4.461,0
2025-10-24T15:20:47.399659,2,2_0.0.0.0_0.0.0.0_0_0_0,0.0.0.0,0.0.0.0,0,0,0,4,461000000,10,30,1,8,784,0,0,0,8,98.0,784,4.461,0.0,4.461,0
2025-10-24T15:20:47.399703,2,2_0.0.0.0_0.0.0.0_0_0_0,0.0.0.0,0.0.0.0,0,0,0,4,453000000,10,30,1,9,838,0,0,0,9,93.11111111111111,838,4.453,0.0,4.453,0
2025-10-24T15:20:47.399750,2,2_0.0.0.0_0.0.0.0_0_0_0,0.0.0.0,0.0.0.0,0,0,0,4,453000000,10,30,1,8,784,0,0,0,8,98.0,784,4.453,0.0,4.453,0
2025-10-24T15:20:47.399797,2,2_0.0.0.0_0.0.0.0_0_0_0,0.0.0.0,0.0.0.0,0,0,0,4,453000000,10,30,1,8,784,0,0,0,8,98.0,784,4.453,0.0,4.453,0
2025-10-24T15:20:47.399843,2,2_0.0.0.0_0.0.0.0_0_0_0,0.0.0.0,0.0.0.0,0,0,0,4,453000000,10,30,1,8,784,0,0,0,8,98.0,784,4.453,0.0,4.453,0
2025-10-24T15:20:47.399886,2,2_0.0.0.0_0.0.0.0_0_0_0,0.0.0.0,0.0.0.0,0,0,0,4,446000000,10,30,1,8,784,0,0,0,8,98.0,784,4.446,0.0,4.446,0
2025-10-24T15:20:47.399930,2,2_0.0.0.0_0.0.0.0_0_0_0,0.0.0.0,0.0.0.0,0,0,0,4,446000000,10,30,1,8,784,0,0,0,8,98.0,784,4.446,0.0,4.446,0
